,Umag,Bmag,Vmag,Imag,Jmag,Hmag,Ksmag,[3.6],[4.5],[5.8],[8.0],[24],SpClass
0,-2.535,-0.8689999999999994,-2.056000000000002,-2.6590000000000016,-3.1660000000000004,-3.997,-5.231000000000001,-7.600000000000001,-8.417000000000002,-9.339,-10.337000000000002,-13.622,YSO
1,-3.5810000000000004,-2.9610000000000003,-3.8289999999999993,-2.340999999999998,-3.043,-3.233999999999999,-4.222999999999999,-5.905099999999999,-6.716199999999999,-7.8414,-9.6811,-14.282699999999998,PAGB
2,-0.4339999999999982,0.2739999999999993,-0.367999999999999,-1.299,-1.5229999999999988,-2.784,-4.412999999999999,-7.2445,-8.5817,-9.976,-11.8762,-16.6598,YSO
3,-0.6320000000000013,-2.3710000000000018,-4.288000000000001,-6.678000000000002,-8.336,-9.279486544852624,-9.401028200127342,-9.883,-9.75,-9.949000000000002,-10.044,-10.397,OAGB
4,-0.9209999999999992,0.0350000000000004,-0.780000000000002,-1.8459999999999992,-2.466000000000001,-3.087,-3.911000000000001,-5.75,-6.486000000000001,-7.366000000000001,-8.985000000000001,-13.175,YSO
5,-1.2056301578657025,0.6574421681801603,0.35595969999900845,-0.7284001532758728,-2.0429999999999984,-3.284,-5.132999999999999,-8.7883,-10.764399999999998,-12.3957,-13.515899999999998,-16.902458103686268,YSO
6,-1.3247512470278484,0.6339999999999988,-2.0689999999999995,-4.311455246862817,-5.022999999999999,-5.464,-6.753,-8.278599999999999,-9.1907,-9.9304,-10.8707,-16.6174,YSO
7,1.2890000000000008,0.4150000000000011,-1.244999999999998,-2.9869999999999988,-3.922999999999999,-4.284,-4.542999999999999,-5.8149,-6.982799999999999,-9.0953,-11.3382,-15.1075,PAGB
8,3.191412055552106,3.3529999999999984,2.8210000000000006,0.2120000000000007,-4.1960000000000015,-6.157000000000001,-7.841,-9.590000000000002,-10.376,-10.984000000000002,-11.623,-12.908,CAGB
9,-2.7257457940759324,-1.921000000000001,-2.925999999999999,-3.284,-3.903,-4.774,-5.972999999999999,-7.9055,-8.6129,-9.5154,-10.7805,-16.7797,YSO
10,-3.104,0.4019999999999994,-3.4729999999999994,-5.062,-7.873,-8.584,-9.97499375710401,-9.77,-9.8825,-10.1953,-10.4523,-11.3653,OAGB
11,-3.4110000000000014,-2.6219999999999994,-2.595,-2.551000000000001,-3.626000000000001,-5.227000000000001,-7.021000000000002,-9.791,-10.755,-11.524,-12.518,-16.753,YSO
12,-5.8020000000000005,-5.298,-6.03,-6.15865096640413,-5.946540042593689,-6.926449617964686,-8.176471121144512,-10.0541,-9.8777,-10.0729,-10.1418,-10.679099999999998,RSG
13,-1.0845441866578631,0.1065441505121234,-0.07156935982819934,0.4084512793808107,-0.1529999999999978,-1.1040000000000003,-2.492999999999999,-5.0929,-6.390799999999999,-7.6759,-9.004999999999999,-13.407,YSO
14,-2.050119432820257,-1.98096360836002,-1.5910503998266452,0.9592710544616871,1.4396577633077015,-0.7739999999999985,-3.723,-9.4601,-10.909199999999998,-12.0583,-13.1406,-15.0976,CAGB
15,0.3560000000000009,-0.9689999999999992,-1.7629999999999986,-2.893999999999999,-1.7929999999999984,-2.043999999999998,-2.8129999999999997,-5.639361818335286,-5.839,-8.5635,-10.704431175961048,-16.1865,YSO
